Código do Item,Descrição do Item,Grupo,Classe,PDM,Status,Sustentável
104175,"DIPIRIDAMOL, DIPIRIDAMOL 1 NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,06233: DIPIRIDAMOL                                                                                         ,Inativo,Não
104183,"PICOSSULFATO SÓDICO, PICOSSULFATO SODICO NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,10704: PICOSSULFATO SÓDICO                                                                                 ,Inativo,Não
104191,"ETILEFRINA CLORIDRATO, CLORIDRATO DE ETILEFRINA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,05174: ETILEFRINA CLORIDRATO                                                                               ,Inativo,Não
104205,"CICLOSPORINA, CICLOSPORINA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,04988: CICLOSPORINA                                                                                        ,Inativo,Não
10421,"ABRIGO, ABRIGO / GUARITA - VIGIA NOME",54: ESTRUTURAS E ANDAIMES PRÉ-FABRICADOS                                                                                    ,5410: EDIFICAÇÕES PRÉ-FABRICADAS E PORTÁTEIS                                                                                  ,01208: ABRIGO                                                                                              ,Ativo,Não
104213,"TIORIDAZINA CLORIDRATO, CLORIDRATO DE TIORIDAZINA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,05251: TIORIDAZINA CLORIDRATO                                                                              ,Inativo,Não
104221,"CALCITONINA SINTÉTICA, CALCITONINA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,04215: CALCITONINA SINTÉTICA                                                                               ,Inativo,Não
104230,"METILFTALONITRILA, CLORIDRATO DE TIZANIDINA NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,05252: METILFTALONITRILA                                                                                   ,Inativo,Não
104248,"ACICLOVIR, ACICLOVIR NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,00363: ACICLOVIR                                                                                           ,Inativo,Não
104256,"AMOXICILINA, AMOXICILINA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,02436: AMOXICILINA                                                                                         ,Inativo,Não
104264,"AMPICILINA, AMPICILINA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,00349: AMPICILINA                                                                                          ,Inativo,Não
104272,"PARACETAMOL, PARACETAMOL NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,10422: PARACETAMOL                                                                                         ,Inativo,Não
104280,"PREDNISOLONA, PREDNISOLONA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,11153: PREDNISOLONA                                                                                        ,Inativo,Não
